risk_score,file,function,start_line,end_line,body_lines,size_terms,guard_hits,lock_hits,once_hits,atomic_hits,alloc_hits,destroy_hits,arithmetic_lines,pointer_lines,global_write_lines,init_flag_lines,count_like_writes,token_density,reasons,signature,excerpt
15,stdlib_abi.c,abi_future_allocation_size,748,761,14,allocation|payload|size,overflow,,,,,,1,0,0,0,0,22,touches size/count/capacity vocabulary,"static int abi_future_allocation_size( int64_t payload_size, size_t* allocation_size ) {","static int abi_future_allocation_size( || int64_t payload_size, || size_t* allocation_size"
15,stdlib_abi.c,abi_future_is_inline_ready,762,767,6,allocation|bound|payload,,,,,,,3,1,0,0,0,4,touches size/count/capacity vocabulary,static int abi_future_is_inline_ready(const KainNativeFutureValue* future) {,static int abi_future_is_inline_ready(const KainNativeFutureValue* future) { || /* task_id == 0 is the ready-inline sentinel. The payload tail stays within || * the RC allocation; see z3/proofs-experimental/async-ready-future-inline-payload-bounds.smt2. */
15,stdlib_abi.c,abi_future_state,801,811,11,,,,,,,,4,1,0,0,0,0,multiple arithmetic sites in one function,int64_t abi_future_state(const void* future_value) {,int64_t abi_future_state(const void* future_value) { || KainNativeFutureValue* future = abi_as_future(future_value); || if (future == 0) {
15,stdlib_abi.c,abi_actor_default_mailbox_capacity,878,881,4,capacity,,,,,,,0,0,0,0,0,2,touches size/count/capacity vocabulary,int64_t abi_actor_default_mailbox_capacity(void) {,int64_t abi_actor_default_mailbox_capacity(void) { || return (int64_t)KAIN_MAILBOX_DEFAULT_CAPACITY; || }
15,stdlib_abi.c,abi_actor_unbounded_mailbox_capacity,882,885,4,bound|capacity,,,,,,,0,0,0,0,0,4,touches size/count/capacity vocabulary,int64_t abi_actor_unbounded_mailbox_capacity(void) {,int64_t abi_actor_unbounded_mailbox_capacity(void) { || return (int64_t)KAIN_MAILBOX_UNBOUNDED_CAPACITY; || }
15,stdlib_abi.c,abi_hash_message_name,902,914,13,,,,,,,,5,0,0,0,0,0,multiple arithmetic sites in one function,static unsigned long long abi_hash_message_name(const char* value) {,static unsigned long long abi_hash_message_name(const char* value) { || unsigned long long hash = 1469598103934665603ULL; || if (value == 0) {
15,stdlib_abi.c,abi_copy_actor_name,915,928,14,index|size,,,,,,,3,3,0,0,0,12,touches size/count/capacity vocabulary,"static void abi_copy_actor_name(char* destination, size_t destination_size, const char* source) {","static void abi_copy_actor_name(char* destination, size_t destination_size, const char* source) { || size_t index = 0; || if (destination == 0 || destination_size == 0) {"
15,stdlib_abi.c,abi_actor_spawn,949,962,14,capacity|payload|size,,,,,,,1,0,0,0,0,5,touches size/count/capacity vocabulary,"int64_t abi_actor_spawn(const char* actor_name, const char* init_payload) {","int64_t abi_actor_spawn(const char* actor_name, const char* init_payload) { || KainDiagnostic diag = abi_diag(); || KainActorSpawnConfig config;"
15,stdlib_abi.c,abi_actor_send,963,972,10,payload|size,,,,,,,3,0,0,0,0,5,touches size/count/capacity vocabulary,"int64_t abi_actor_send(int64_t actor_id, const char* message_name, const char* data_payload) {","int64_t abi_actor_send(int64_t actor_id, const char* message_name, const char* data_payload) { || KainDiagnostic diag = abi_diag(); || KainActorMessage message;"
15,stdlib_abi.c,abi_actor_supervision_observed_child_exit_count,1045,1052,8,count,,,,,,,1,0,0,0,0,2,touches size/count/capacity vocabulary,int64_t abi_actor_supervision_observed_child_exit_count(int64_t actor_id) {,"int64_t abi_actor_supervision_observed_child_exit_count(int64_t actor_id) { || KainActorSupervisionSnapshot snapshot; || if (abi_actor_supervision_snapshot(actor_id, &snapshot) != 0) {"
15,stdlib_abi.c,abi_actor_supervision_restart_attempt_count,1053,1060,8,count,,,,,,,1,0,0,0,0,2,touches size/count/capacity vocabulary,int64_t abi_actor_supervision_restart_attempt_count(int64_t actor_id) {,"int64_t abi_actor_supervision_restart_attempt_count(int64_t actor_id) { || KainActorSupervisionSnapshot snapshot; || if (abi_actor_supervision_snapshot(actor_id, &snapshot) != 0) {"
15,stdlib_abi.c,abi_actor_supervision_escalation_count,1061,1068,8,count,,,,,,,1,0,0,0,0,2,touches size/count/capacity vocabulary,int64_t abi_actor_supervision_escalation_count(int64_t actor_id) {,"int64_t abi_actor_supervision_escalation_count(int64_t actor_id) { || KainActorSupervisionSnapshot snapshot; || if (abi_actor_supervision_snapshot(actor_id, &snapshot) != 0) {"
15,stdlib_abi.c,abi_actor_supervision_limit_hit,1069,1076,8,limit,,,,,,,0,0,0,0,0,3,touches size/count/capacity vocabulary,int abi_actor_supervision_limit_hit(int64_t actor_id) {,"int abi_actor_supervision_limit_hit(int64_t actor_id) { || KainActorSupervisionSnapshot snapshot; || if (abi_actor_supervision_snapshot(actor_id, &snapshot) != 0) {"
15,stdlib_abi.c,abi_actor_scheduler_worker_count,1099,1102,4,count,,,,,,,0,0,0,0,0,2,touches size/count/capacity vocabulary,int64_t abi_actor_scheduler_worker_count(void) {,int64_t abi_actor_scheduler_worker_count(void) { || return (int64_t)abi_actor_scheduler_snapshot().worker_count; || }
15,stdlib_abi.c,abi_entangle_registered_count,1120,1123,4,count,,,,,,,0,0,0,0,0,2,touches size/count/capacity vocabulary,int64_t abi_entangle_registered_count(void) {,int64_t abi_entangle_registered_count(void) { || return (int64_t)entangle_registry_count(); || }
15,stdlib_abi.c,abi_entangle_register,1124,1132,9,,,,,,,,4,0,0,0,0,0,multiple arithmetic sites in one function,"int64_t abi_entangle_register( const char* authority, const char* mirror, const char* policy, const char* type_name ) {","int64_t abi_entangle_register( || const char* authority, || const char* mirror,"
15,stdlib_abi.c,abi_entangle_binding_at,1133,1143,11,index|size,,,,,,,1,0,0,0,0,4,touches size/count/capacity vocabulary,static const KainRuntimeEntangleBinding* abi_entangle_binding_at(int64_t index) {,static const KainRuntimeEntangleBinding* abi_entangle_binding_at(int64_t index) { || static KainRuntimeEntangleBinding binding; || if (index < 0) {
15,stdlib_abi.c,abi_patch_begin,1185,1189,5,size,,,,,,,1,0,0,0,0,1,touches size/count/capacity vocabulary,int64_t abi_patch_begin(const char* patch_name) {,"int64_t abi_patch_begin(const char* patch_name) { || abi_copy_text(g_kain_native_active_patch, sizeof(g_kain_native_active_patch), patch_name); || return 0;"
15,stdlib_abi.c,abi_patch_journal_count,1236,1239,4,count,,,,,,,0,0,0,0,0,2,touches size/count/capacity vocabulary,int64_t abi_patch_journal_count(void) {,int64_t abi_patch_journal_count(void) { || return g_kain_native_patch_journal_count; || }
15,stdlib_abi.c,abi_entangle_propagation_count,1263,1266,4,count,,,,,,,0,0,0,0,0,2,touches size/count/capacity vocabulary,int64_t abi_entangle_propagation_count(void) {,int64_t abi_entangle_propagation_count(void) { || return g_kain_native_entangle_propagation_count; || }
15,stdlib_abi.c,abi_converge_mismatch_count,1295,1298,4,count,,,,,,,0,0,0,0,0,2,touches size/count/capacity vocabulary,int64_t abi_converge_mismatch_count(void) {,int64_t abi_converge_mismatch_count(void) { || return g_kain_native_converge_mismatch_count; || }
15,stdlib_abi.c,abi_orchestrate_stage_count,1312,1315,4,count,,,,,,,0,0,0,0,0,2,touches size/count/capacity vocabulary,int64_t abi_orchestrate_stage_count(void) {,int64_t abi_orchestrate_stage_count(void) { || return g_kain_native_orchestrate_stage_count; || }
15,stdlib_abi.c,abi_fs_copy_message,1347,1361,15,size,,,,,,,3,1,0,0,0,6,touches size/count/capacity vocabulary,"static void abi_fs_copy_message(char* destination, size_t destination_size, const char* source) {","static void abi_fs_copy_message(char* destination, size_t destination_size, const char* source) { || if (destination == 0 || destination_size == 0) { || return;"
15,stdlib_abi.c,abi_fs_path_is_absolute,1569,1578,10,path,,,,,,,1,3,0,0,0,8,touches size/count/capacity vocabulary,static int abi_fs_path_is_absolute(const char* path) {,static int abi_fs_path_is_absolute(const char* path) { || if (path == 0 || path[0] == '\0') { || return 0;
15,stdlib_abi.c,abi_fs_write_mode_len,1721,1741,21,length|path|size,,,,,,,2,1,0,0,0,13,touches size/count/capacity vocabulary,"static int64_t abi_fs_write_mode_len(const char* path, const char* content, size_t length, const char* mode) {","static int64_t abi_fs_write_mode_len(const char* path, const char* content, size_t length, const char* mode) { || FILE* file = 0; || if (path == 0 || path[0] == '\0') {"
15,stdlib_abi.c,abi_fs_write_mode,1742,1748,7,path,,,,,,,1,0,0,0,0,3,touches size/count/capacity vocabulary,"static int64_t abi_fs_write_mode(const char* path, const char* content, const char* mode) {","static int64_t abi_fs_write_mode(const char* path, const char* content, const char* mode) { || if (content == 0) { || return abi_fs_write_mode_len(path, """", 0u, mode);"
15,stdlib_abi.c,abi_fs_write_text,1837,1840,4,path,,,,,,,1,0,0,0,0,2,touches size/count/capacity vocabulary,"int64_t abi_fs_write_text(const char* path, const char* content) {","int64_t abi_fs_write_text(const char* path, const char* content) { || return abi_fs_write_mode(path, content, ""wb""); || }"
15,stdlib_abi.c,abi_fs_write_text_len,1841,1848,8,length|path|size,,,,,,,1,0,0,0,0,7,touches size/count/capacity vocabulary,"int64_t abi_fs_write_text_len(const char* path, const char* content, int64_t content_length) {","int64_t abi_fs_write_text_len(const char* path, const char* content, int64_t content_length) { || if (content_length < 0) { || errno = EINVAL;"
15,stdlib_abi.c,abi_fs_append_text,1849,1852,4,path,,,,,,,1,0,0,0,0,2,touches size/count/capacity vocabulary,"int64_t abi_fs_append_text(const char* path, const char* content) {","int64_t abi_fs_append_text(const char* path, const char* content) { || return abi_fs_write_mode(path, content, ""ab""); || }"
15,stdlib_abi.c,abi_fs_append_text_len,1853,1860,8,length|path|size,,,,,,,1,0,0,0,0,7,touches size/count/capacity vocabulary,"int64_t abi_fs_append_text_len(const char* path, const char* content, int64_t content_length) {","int64_t abi_fs_append_text_len(const char* path, const char* content, int64_t content_length) { || if (content_length < 0) { || errno = EINVAL;"
15,stdlib_abi.c,abi_fs_hex_value,1861,1867,7,,,,,,,,4,0,0,0,0,0,multiple arithmetic sites in one function,static int abi_fs_hex_value(char ch) {,static int abi_fs_hex_value(char ch) { || if (ch >= '0' && ch <= '9') return ch - '0'; || if (ch >= 'a' && ch <= 'f') return ch - 'a' + 10;
15,stdlib_abi.c,abi_fs_read_bytes_hex,1924,1954,31,bytes|path|size,,,,,,,2,1,0,0,0,19,touches size/count/capacity vocabulary,const char* abi_fs_read_bytes_hex(const char* path) {,const char* abi_fs_read_bytes_hex(const char* path) { || long size; || FILE* file = 0;
15,stdlib_abi.c,abi_fs_exists,1995,2005,11,path,,,,,,,1,1,0,0,0,5,touches size/count/capacity vocabulary,int abi_fs_exists(const char* path) {,int abi_fs_exists(const char* path) { || if (path == 0 || path[0] == '\0') { || return 0;
15,stdlib_abi.c,abi_fs_is_file,2006,2018,13,path|word,,,,,,,1,1,0,0,0,7,touches size/count/capacity vocabulary,int abi_fs_is_file(const char* path) {,int abi_fs_is_file(const char* path) { || #ifdef _WIN32 || DWORD attrs;
15,stdlib_abi.c,abi_fs_is_dir,2019,2031,13,path|word,,,,,,,1,1,0,0,0,7,touches size/count/capacity vocabulary,int abi_fs_is_dir(const char* path) {,int abi_fs_is_dir(const char* path) { || #ifdef _WIN32 || DWORD attrs;
15,stdlib_abi.c,abi_fs_file_type_text,2034,2040,7,path|word,,,,,,,1,0,0,0,0,3,touches size/count/capacity vocabulary,static const char* abi_fs_file_type_text(const char* path) {,static const char* abi_fs_file_type_text(const char* path) { || DWORD attrs = GetFileAttributesA(path); || if (attrs != INVALID_FILE_ATTRIBUTES && (attrs & FILE_ATTRIBUTE_DIRECTORY) != 0) {
15,union.c,min3,13,18,6,size,,,,,,,1,0,0,0,0,6,touches size/count/capacity vocabulary,"/* Helper to compute minimum of three size_t values */ static size_t min3(size_t a, size_t b, size_t c) {","/* Helper to compute minimum of three size_t values */ || static size_t min3(size_t a, size_t b, size_t c) { || size_t min_ab = (a < b) ? a : b;"
10,cpu.c,abi_cpu_prefetch_read,290,314,25,,,,,,,,2,7,0,0,0,0,dense pointer or indexing traffic,"void abi_cpu_prefetch_read(const void* ptr, int64_t locality) {","void abi_cpu_prefetch_read(const void* ptr, int64_t locality) { || #if defined(__GNUC__) || defined(__clang__) || switch (abi_prefetch_locality(locality)) {"
10,cpu.c,abi_cpu_prefetch_write,315,339,25,,,,,,,,2,7,0,0,0,0,dense pointer or indexing traffic,"void abi_cpu_prefetch_write(const void* ptr, int64_t locality) {","void abi_cpu_prefetch_write(const void* ptr, int64_t locality) { || #if defined(__GNUC__) || defined(__clang__) || switch (abi_prefetch_locality(locality)) {"
0,actor.c,kain_actor_isolate_low_bit_u64,309,312,4,,,,,,,,1,0,0,0,0,0,,static uint64_t kain_actor_isolate_low_bit_u64(uint64_t value) {,static uint64_t kain_actor_isolate_low_bit_u64(uint64_t value) { || return value & (0u - value); || }
0,actor.c,kain_actor_runtime_init_state_load,351,357,7,,,,,_state_load(|atomic_,,,0,0,0,0,0,0,,static unsigned int kain_actor_runtime_init_state_load(void) {,"static unsigned int kain_actor_runtime_init_state_load(void) { || return atomic_load_explicit( || &g_actor_runtime_init_state,"
0,actor.c,kain_actor_runtime_try_transition,358,370,13,,,,,atomic_,,,0,0,0,0,0,0,,"static int kain_actor_runtime_try_transition( unsigned int expected_state, unsigned int next_state ) {","static int kain_actor_runtime_try_transition( || unsigned int expected_state, || unsigned int next_state"
0,actor.c,kain_actor_runtime_is_initialized,371,375,5,,,,,_state_load(,,,0,0,0,0,0,0,,static int kain_actor_runtime_is_initialized(void) {,static int kain_actor_runtime_is_initialized(void) { || return kain_actor_runtime_init_state_load() == || KAIN_ACTOR_RUNTIME_INIT_STATE_READY;
0,actor.c,kain_actor_scheduler_flag_load,376,385,10,,,,,Interlocked|__atomic_|atomic_,,,3,0,0,0,0,0,,static int kain_actor_scheduler_flag_load(const int* value) {,"static int kain_actor_scheduler_flag_load(const int* value) { || #if defined(__clang__) || defined(__GNUC__) || return __atomic_load_n(value, __ATOMIC_ACQUIRE);"
0,actor.c,kain_actor_scheduler_flag_store,386,395,10,,,,,Interlocked|__atomic_|atomic_,,,2,0,0,0,0,0,,"static void kain_actor_scheduler_flag_store(int* value, int next_value) {","static void kain_actor_scheduler_flag_store(int* value, int next_value) { || #if defined(__clang__) || defined(__GNUC__) || __atomic_store_n(value, next_value, __ATOMIC_RELEASE);"
0,actor.c,kain_actor_reply_port_state_reset,775,778,4,,,,,,,,1,0,0,0,0,0,,static void kain_actor_reply_port_state_reset(KainActorReplyPortState* state) {,"static void kain_actor_reply_port_state_reset(KainActorReplyPortState* state) { || kain_actor_reply_port_state_reset_with_actor_ref(state, NULL); || }"
0,actor.c,kain_actor_runtime_ensure_initialized,1316,1319,4,,,,,,,,0,0,0,0,0,0,,static void kain_actor_runtime_ensure_initialized(void) {,static void kain_actor_runtime_ensure_initialized(void) { || kain_actor_runtime_init(); || }
0,actor.c,kain_actor_ref_from_id,1380,1384,5,,,,,,,,1,0,0,0,0,0,,"void kain_actor_ref_from_id(KainActorId actor_id, KainActorRef* out_ref) {","void kain_actor_ref_from_id(KainActorId actor_id, KainActorRef* out_ref) { || kain_actor_runtime_ensure_initialized(); || (void)kain_actor_table_copy_ref(actor_id, out_ref);"
0,actor.c,kain_actor_ref_is_live,1385,1407,23,,,EnterCriticalSection(|LeaveCriticalSection(|pthread_mutex_lock(|pthread_mutex_unlock(,,,,,1,0,0,0,0,0,,int kain_actor_ref_is_live(const KainActorRef* actor_ref) {,int kain_actor_ref_is_live(const KainActorRef* actor_ref) { || int is_live = 0; || if (actor_ref == NULL) {
0,actor.c,kain_actor_is_microcell_turn_actor,1664,1669,6,,,,,,,,3,2,0,0,0,0,,static int kain_actor_is_microcell_turn_actor(const KainActorState_Internal* actor) {,static int kain_actor_is_microcell_turn_actor(const KainActorState_Internal* actor) { || return actor != NULL && || actor->entry_kind == KAIN_ACTOR_ENTRY_KIND_MICROCELL_TURN &&
0,actor.c,kain_actor_scheduler_busy_worker_begin,1670,1686,17,,,EnterCriticalSection(|LeaveCriticalSection(|pthread_mutex_lock(|pthread_mutex_unlock(,,,,,1,0,1,0,0,0,,static void kain_actor_scheduler_busy_worker_begin(void) {,static void kain_actor_scheduler_busy_worker_begin(void) { || #ifdef _WIN32 || EnterCriticalSection(&g_scheduler.lock);
0,actor.c,kain_actor_scheduler_busy_worker_end,1687,1702,16,,,EnterCriticalSection(|LeaveCriticalSection(|pthread_mutex_lock(|pthread_mutex_unlock(,,,,,1,0,0,0,0,0,,static void kain_actor_scheduler_busy_worker_end(void) {,static void kain_actor_scheduler_busy_worker_end(void) { || #ifdef _WIN32 || EnterCriticalSection(&g_scheduler.lock);
0,async.c,kain_async_mutex_init,153,160,8,,,,,,,,1,0,0,0,0,0,,static void kain_async_mutex_init(KainAsyncMutex* mutex) {,static void kain_async_mutex_init(KainAsyncMutex* mutex) { || #ifdef _WIN32 || InitializeCriticalSection(mutex);
0,async.c,kain_async_mutex_lock,161,168,8,,,EnterCriticalSection(|kain_async_mutex_lock(|pthread_mutex_lock(,,,,,1,0,0,0,0,0,,static void kain_async_mutex_lock(KainAsyncMutex* mutex) {,static void kain_async_mutex_lock(KainAsyncMutex* mutex) { || #ifdef _WIN32 || EnterCriticalSection(mutex);
0,async.c,kain_async_mutex_unlock,169,176,8,,,LeaveCriticalSection(|kain_async_mutex_unlock(|pthread_mutex_unlock(,,,,,1,0,0,0,0,0,,static void kain_async_mutex_unlock(KainAsyncMutex* mutex) {,static void kain_async_mutex_unlock(KainAsyncMutex* mutex) { || #ifdef _WIN32 || LeaveCriticalSection(mutex);
0,async.c,kain_async_cond_init,177,184,8,,,,,,,,1,0,0,0,0,0,,static void kain_async_cond_init(KainAsyncCondVar* cond) {,static void kain_async_cond_init(KainAsyncCondVar* cond) { || #ifdef _WIN32 || InitializeConditionVariable(cond);
0,async.c,kain_async_cond_signal,185,192,8,,,,,,,,1,0,0,0,0,0,,static void kain_async_cond_signal(KainAsyncCondVar* cond) {,static void kain_async_cond_signal(KainAsyncCondVar* cond) { || #ifdef _WIN32 || WakeConditionVariable(cond);
0,async.c,kain_async_cond_wait,193,200,8,,,,,,,,1,0,0,0,0,0,,"static void kain_async_cond_wait(KainAsyncCondVar* cond, KainAsyncMutex* mutex) {","static void kain_async_cond_wait(KainAsyncCondVar* cond, KainAsyncMutex* mutex) { || #ifdef _WIN32 || SleepConditionVariableCS(cond, mutex, INFINITE);"
0,async.c,kain_async_sleep_for_ms,201,204,4,,,,,,,,0,0,0,0,0,0,,static void kain_async_sleep_for_ms(unsigned long long delay_ms) {,static void kain_async_sleep_for_ms(unsigned long long delay_ms) { || kain_attrition_sleep_for_millis(delay_ms); || }
0,async.c,kain_async_runtime_init_once,241,247,7,,,,,,,,1,0,0,0,0,0,,"static BOOL CALLBACK kain_async_runtime_init_once(PINIT_ONCE init_once, PVOID parameter, PVOID* context) {","static BOOL CALLBACK kain_async_runtime_init_once(PINIT_ONCE init_once, PVOID parameter, PVOID* context) { || (void)init_once; || (void)parameter;"
0,async.c,kain_async_runtime_init_once,249,251,3,,,,,,,,0,0,0,0,0,0,,static void kain_async_runtime_init_once(void) {,static void kain_async_runtime_init_once(void) { || kain_async_runtime_init_impl(); || }
0,async.c,kain_async_ensure_initialized,253,260,8,,,,InitOnceExecuteOnce(|pthread_once(,,,,0,0,0,0,0,0,,static void kain_async_ensure_initialized(void) {,"static void kain_async_ensure_initialized(void) { || #ifdef _WIN32 || InitOnceExecuteOnce(&g_async_init_once, kain_async_runtime_init_once, NULL, NULL);"
0,async.c,kain_async_isolate_low_bit_u64,280,283,4,,,,,,,,1,0,0,0,0,0,,static uint64_t kain_async_isolate_low_bit_u64(uint64_t value) {,static uint64_t kain_async_isolate_low_bit_u64(uint64_t value) { || return value & (0u - value); || }
0,async.c,kain_async_find_task,512,525,14,,,kain_async_mutex_lock(|kain_async_mutex_unlock(,,,,,2,0,0,0,0,0,,static KainAsyncTaskRecord* kain_async_find_task(KainTaskId task_id) {,static KainAsyncTaskRecord* kain_async_find_task(KainTaskId task_id) { || KainAsyncTaskRecord* record = NULL; || if (task_id == KAIN_TASK_ID_INVALID) {
0,async.c,kain_async_find_timer,616,629,14,,,kain_async_mutex_lock(|kain_async_mutex_unlock(,,,,,2,0,0,0,0,0,,static KainAsyncTimerRecord* kain_async_find_timer(KainTimerId timer_id) {,static KainAsyncTimerRecord* kain_async_find_timer(KainTimerId timer_id) { || KainAsyncTimerRecord* record = NULL; || if (timer_id == KAIN_TIMER_ID_INVALID) {
0,async.c,kain_async_task_is_terminal,665,670,6,,,,,,,,0,0,0,0,0,0,,static int kain_async_task_is_terminal(KainTaskState state) {,static int kain_async_task_is_terminal(KainTaskState state) { || return state == KAIN_TASK_STATE_COMPLETED || || state == KAIN_TASK_STATE_CANCELLED ||
0,attrition.c,kain_attrition_lock,85,92,8,,,EnterCriticalSection(|pthread_mutex_lock(,,,,,0,0,0,0,0,0,,static void kain_attrition_lock(void) {,static void kain_attrition_lock(void) { || #ifdef _WIN32 || EnterCriticalSection(&g_kain_attrition_state.lock);
0,attrition.c,kain_attrition_unlock,93,100,8,,,LeaveCriticalSection(|pthread_mutex_unlock(,,,,,0,0,0,0,0,0,,static void kain_attrition_unlock(void) {,static void kain_attrition_unlock(void) { || #ifdef _WIN32 || LeaveCriticalSection(&g_kain_attrition_state.lock);
0,attrition.c,kain_attrition_enabled_fast,101,104,4,,,,,atomic_,,,0,0,1,0,0,0,,static int kain_attrition_enabled_fast(void) {,"static int kain_attrition_enabled_fast(void) { || return atomic_load_explicit(&g_kain_attrition_enabled_fast, memory_order_relaxed) != 0u; || }"
0,attrition.c,kain_attrition_u64_saturating_add,105,120,16,,INT64_MAX|overflow,,,,,,2,0,0,0,0,0,,"static uint64_t kain_attrition_u64_saturating_add(uint64_t left, uint64_t right) {","static uint64_t kain_attrition_u64_saturating_add(uint64_t left, uint64_t right) { || /* || * Proof:"
0,attrition.c,kain_attrition_update_peak_u64,121,126,6,,,,,,,,2,0,0,0,0,0,,"static void kain_attrition_update_peak_u64(uint64_t* peak, uint64_t candidate) {","static void kain_attrition_update_peak_u64(uint64_t* peak, uint64_t candidate) { || if (peak != NULL && candidate > *peak) { || *peak = candidate;"
0,attrition.c,kain_attrition_init_once,242,249,8,,,,,,,,1,0,1,1,0,0,,"static BOOL CALLBACK kain_attrition_init_once(PINIT_ONCE init_once, PVOID parameter, PVOID* context) {","static BOOL CALLBACK kain_attrition_init_once(PINIT_ONCE init_once, PVOID parameter, PVOID* context) { || (void)init_once; || (void)parameter;"
0,attrition.c,kain_attrition_init_once,251,254,4,,,,,,,,0,0,1,1,0,0,,static void kain_attrition_init_once(void) {,"static void kain_attrition_init_once(void) { || pthread_mutex_init(&g_kain_attrition_state.lock, NULL); || g_kain_attrition_state.initialized = 1;"
0,attrition.c,kain_attrition_ensure_initialized,256,263,8,,,,InitOnceExecuteOnce(|pthread_once(,,,,0,0,0,0,0,0,,static void kain_attrition_ensure_initialized(void) {,"static void kain_attrition_ensure_initialized(void) { || #ifdef _WIN32 || InitOnceExecuteOnce(&g_kain_attrition_state.init_once, kain_attrition_init_once, NULL, NULL);"
0,attrition.c,kain_attrition_clock_ticks,633,636,4,,,,,,,,0,0,0,0,0,0,,long long kain_attrition_clock_ticks(void) {,long long kain_attrition_clock_ticks(void) { || return (long long)kain_attrition_now_millis(); || }
0,attrition.c,kain_attrition_note_raw_clock_fallback,695,698,4,,,,,,,,0,0,0,0,0,0,,void kain_attrition_note_raw_clock_fallback(void) {,void kain_attrition_note_raw_clock_fallback(void) { || (void)kain_attrition_now_millis(); || }
0,attrition.c,kain_attrition_note_raw_sleep_fallback,699,702,4,,,,,,,,0,0,0,0,0,0,,void kain_attrition_note_raw_sleep_fallback(unsigned long long milliseconds) {,void kain_attrition_note_raw_sleep_fallback(unsigned long long milliseconds) { || kain_attrition_sleep_for_millis(milliseconds); || }
0,attrition.c,kain_attrition_note_actor_spawn,807,822,16,,,,,,,,0,0,0,0,0,0,,"void kain_attrition_note_actor_spawn(uint64_t actor_id, int synthetic_reply_port) {","void kain_attrition_note_actor_spawn(uint64_t actor_id, int synthetic_reply_port) { || if (!kain_attrition_enabled_fast()) { || return;"
0,attrition.c,kain_attrition_note_actor_exit,823,838,16,,,,,,,,0,0,0,0,0,0,,"void kain_attrition_note_actor_exit(uint64_t actor_id, int synthetic_reply_port) {","void kain_attrition_note_actor_exit(uint64_t actor_id, int synthetic_reply_port) { || if (!kain_attrition_enabled_fast()) { || return;"
0,attrition.c,kain_attrition_note_process_spawn,849,858,10,,,,,,,,0,0,0,0,0,0,,void kain_attrition_note_process_spawn(uint64_t process_id) {,void kain_attrition_note_process_spawn(uint64_t process_id) { || if (!kain_attrition_enabled_fast()) { || return;
0,attrition.c,kain_attrition_note_process_exit,859,868,10,,,,,,,,0,0,0,0,0,0,,void kain_attrition_note_process_exit(uint64_t process_id) {,void kain_attrition_note_process_exit(uint64_t process_id) { || if (!kain_attrition_enabled_fast()) { || return;
0,attrition.c,kain_attrition_note_process_stale_reject,869,878,10,,,,,,,,0,0,0,0,0,0,,"void kain_attrition_note_process_stale_reject(uint64_t subject_id, int64_t status) {","void kain_attrition_note_process_stale_reject(uint64_t subject_id, int64_t status) { || if (!kain_attrition_enabled_fast()) { || return;"
0,attrition.c,kain_attrition_note_async_task_spawn,879,888,10,,,,,,,,0,0,0,0,0,0,,void kain_attrition_note_async_task_spawn(uint64_t task_id) {,void kain_attrition_note_async_task_spawn(uint64_t task_id) { || if (!kain_attrition_enabled_fast()) { || return;
0,attrition.c,kain_attrition_note_async_task_exit,889,898,10,,,,,,,,0,0,0,0,0,0,,void kain_attrition_note_async_task_exit(uint64_t task_id) {,void kain_attrition_note_async_task_exit(uint64_t task_id) { || if (!kain_attrition_enabled_fast()) { || return;
0,attrition.c,kain_attrition_note_async_task_stale_reject,899,908,10,,,,,,,,0,0,0,0,0,0,,void kain_attrition_note_async_task_stale_reject(uint64_t task_id) {,void kain_attrition_note_async_task_stale_reject(uint64_t task_id) { || if (!kain_attrition_enabled_fast()) { || return;
0,attrition.c,kain_attrition_note_async_timer_spawn,909,918,10,,,,,,,,0,0,0,0,0,0,,void kain_attrition_note_async_timer_spawn(uint64_t timer_id) {,void kain_attrition_note_async_timer_spawn(uint64_t timer_id) { || if (!kain_attrition_enabled_fast()) { || return;
0,attrition.c,kain_attrition_note_async_timer_exit,919,928,10,,,,,,,,0,0,0,0,0,0,,void kain_attrition_note_async_timer_exit(uint64_t timer_id) {,void kain_attrition_note_async_timer_exit(uint64_t timer_id) { || if (!kain_attrition_enabled_fast()) { || return;
0,attrition.c,kain_attrition_note_async_timer_cancel,929,938,10,,,,,,,,0,0,0,0,0,0,,void kain_attrition_note_async_timer_cancel(uint64_t timer_id) {,void kain_attrition_note_async_timer_cancel(uint64_t timer_id) { || if (!kain_attrition_enabled_fast()) { || return;
0,attrition.c,kain_attrition_note_async_timer_stale_reject,939,948,10,,,,,,,,0,0,0,0,0,0,,void kain_attrition_note_async_timer_stale_reject(uint64_t timer_id) {,void kain_attrition_note_async_timer_stale_reject(uint64_t timer_id) { || if (!kain_attrition_enabled_fast()) { || return;
0,compatibility.c,version_is_compatible,44,66,23,,,,,,,,0,0,0,0,0,0,,static int version_is_compatible(unsigned int required_runtime_version) {,static int version_is_compatible(unsigned int required_runtime_version) { || unsigned int current_major = VERSION_GET_MAJOR(VERSION_CURRENT); || unsigned int current_minor = VERSION_GET_MINOR(VERSION_CURRENT);
0,compatibility.c,kain_compat_set_diag,67,86,20,,,,,,,,3,0,0,0,0,0,,"static void kain_compat_set_diag( KainDiagnostic* diag, int code, const char* message, const char* detail ) {","static void kain_compat_set_diag( || KainDiagnostic* diag, || int code,"
