current_path	target_path	size_bytes	area	action
llvm/include/llvm/MC/MCDisassembler/MCExternalSymbolizer.h	llvm-kain/include/core/mc/MCDisassembler/MCExternalSymbolizer.h	2245	include	move
llvm/include/llvm/MC/MCDisassembler/MCRelocationInfo.h	llvm-kain/include/core/mc/MCDisassembler/MCRelocationInfo.h	1644	include	move
llvm/include/llvm/MC/MCDisassembler/MCSymbolizer.h	llvm-kain/include/core/mc/MCDisassembler/MCSymbolizer.h	4349	include	move
llvm/include/llvm/MC/MCParser/AsmCond.h	llvm-kain/include/core/mc/MCParser/AsmCond.h	1197	include	move
llvm/include/llvm/MC/MCParser/AsmLexer.h	llvm-kain/include/core/mc/MCParser/AsmLexer.h	7601	include	move
llvm/include/llvm/MC/MCParser/MCAsmParser.h	llvm-kain/include/core/mc/MCParser/MCAsmParser.h	12059	include	move
llvm/include/llvm/MC/MCParser/MCAsmParserExtension.h	llvm-kain/include/core/mc/MCParser/MCAsmParserExtension.h	4270	include	move
llvm/include/llvm/MC/MCParser/MCAsmParserUtils.h	llvm-kain/include/core/mc/MCParser/MCAsmParserUtils.h	1109	include	move
llvm/include/llvm/MC/MCParser/MCParsedAsmOperand.h	llvm-kain/include/core/mc/MCParser/MCParsedAsmOperand.h	3950	include	move
llvm/include/llvm/MC/MCParser/MCTargetAsmParser.h	llvm-kain/include/core/mc/MCParser/MCTargetAsmParser.h	20152	include	move
llvm/include/llvm/Object/Archive.h	llvm-kain/include/core/object/Archive.h	15682	include	move
llvm/include/llvm/Object/ArchiveWriter.h	llvm-kain/include/core/object/ArchiveWriter.h	3152	include	move
llvm/include/llvm/Object/BBAddrMap.def	llvm-kain/include/core/object/BBAddrMap.def	1790	include	move
llvm/include/llvm/Object/BBAddrMap.h	llvm-kain/include/core/object/BBAddrMap.h	10287	include	move
llvm/include/llvm/Object/Binary.h	llvm-kain/include/core/object/Binary.h	6861	include	move
llvm/include/llvm/Object/BuildID.h	llvm-kain/include/core/object/BuildID.h	1741	include	move
llvm/include/llvm/Object/COFF.h	llvm-kain/include/core/object/COFF.h	50297	include	move
llvm/include/llvm/Object/COFFImportFile.h	llvm-kain/include/core/object/COFFImportFile.h	5264	include	move
llvm/include/llvm/Object/COFFModuleDefinition.h	llvm-kain/include/core/object/COFFModuleDefinition.h	1617	include	move
llvm/include/llvm/Object/CVDebugRecord.h	llvm-kain/include/core/object/CVDebugRecord.h	1235	include	move
llvm/include/llvm/Object/Decompressor.h	llvm-kain/include/core/object/Decompressor.h	1995	include	move
llvm/include/llvm/Object/DXContainer.h	llvm-kain/include/core/object/DXContainer.h	23494	include	move
llvm/include/llvm/Object/ELF.h	llvm-kain/include/core/object/ELF.h	55715	include	move
llvm/include/llvm/Object/ELFObjectFile.h	llvm-kain/include/core/object/ELFObjectFile.h	49386	include	move
llvm/include/llvm/Object/ELFTypes.h	llvm-kain/include/core/object/ELFTypes.h	32052	include	move
llvm/include/llvm/Object/Error.h	llvm-kain/include/core/object/Error.h	3130	include	move
llvm/include/llvm/Object/FaultMapParser.h	llvm-kain/include/core/object/FaultMapParser.h	5492	include	move
llvm/include/llvm/Object/GOFF.h	llvm-kain/include/core/object/GOFF.h	9674	include	move
llvm/include/llvm/Object/GOFFObjectFile.h	llvm-kain/include/core/object/GOFFObjectFile.h	5957	include	move
llvm/include/llvm/Object/IRObjectFile.h	llvm-kain/include/core/object/IRObjectFile.h	3058	include	move
llvm/include/llvm/Object/IRSymtab.h	llvm-kain/include/core/object/IRSymtab.h	11941	include	move
llvm/include/llvm/Object/MachO.h	llvm-kain/include/core/object/MachO.h	35794	include	move
llvm/include/llvm/Object/MachOUniversal.h	llvm-kain/include/core/object/MachOUniversal.h	5156	include	move
llvm/include/llvm/Object/MachOUniversalWriter.h	llvm-kain/include/core/object/MachOUniversalWriter.h	3689	include	move
llvm/include/llvm/Object/Minidump.h	llvm-kain/include/core/object/Minidump.h	15851	include	move
llvm/include/llvm/Object/ModuleSymbolTable.h	llvm-kain/include/core/object/ModuleSymbolTable.h	2346	include	move
llvm/include/llvm/Object/ObjectFile.h	llvm-kain/include/core/object/ObjectFile.h	21879	include	move
llvm/include/llvm/Object/OffloadBinary.h	llvm-kain/include/core/object/OffloadBinary.h	10669	include	move
llvm/include/llvm/Object/OffloadBundle.h	llvm-kain/include/core/object/OffloadBundle.h	7794	include	move
llvm/include/llvm/Object/RelocationResolver.h	llvm-kain/include/core/object/RelocationResolver.h	1549	include	move
llvm/include/llvm/Object/SFrameParser.h	llvm-kain/include/core/object/SFrameParser.h	4057	include	move
llvm/include/llvm/Object/StackMapParser.h	llvm-kain/include/core/object/StackMapParser.h	14771	include	move
llvm/include/llvm/Object/SymbolicFile.h	llvm-kain/include/core/object/SymbolicFile.h	6844	include	move
llvm/include/llvm/Object/SymbolSize.h	llvm-kain/include/core/object/SymbolSize.h	845	include	move
llvm/include/llvm/Object/TapiFile.h	llvm-kain/include/core/object/TapiFile.h	2209	include	move
llvm/include/llvm/Object/TapiUniversal.h	llvm-kain/include/core/object/TapiUniversal.h	3754	include	move
llvm/include/llvm/Object/Wasm.h	llvm-kain/include/core/object/Wasm.h	14234	include	move
llvm/include/llvm/Object/WindowsMachineFlag.h	llvm-kain/include/core/object/WindowsMachineFlag.h	1817	include	move
llvm/include/llvm/Object/WindowsResource.h	llvm-kain/include/core/object/WindowsResource.h	9542	include	move
llvm/include/llvm/Object/XCOFFObjectFile.h	llvm-kain/include/core/object/XCOFFObjectFile.h	34596	include	move
llvm/include/llvm/Option/Arg.h	llvm-kain/include/core/support/Arg.h	5536	include	move
llvm/include/llvm/Option/ArgList.h	llvm-kain/include/core/support/ArgList.h	19945	include	move
llvm/include/llvm/Option/Option.h	llvm-kain/include/core/support/Option.h	7577	include	move
llvm/include/llvm/Option/OptParser.td	llvm-kain/include/core/support/OptParser.td	10726	include	move
llvm/include/llvm/Option/OptSpecifier.h	llvm-kain/include/core/support/OptSpecifier.h	1145	include	move
llvm/include/llvm/Option/OptTable.h	llvm-kain/include/core/support/OptTable.h	22276	include	move
llvm/include/llvm/Passes/CodeGenPassBuilder.h	llvm-kain/include/core/passes/CodeGenPassBuilder.h	54430	include	move
llvm/include/llvm/Passes/MachinePassRegistry.def	llvm-kain/include/core/passes/MachinePassRegistry.def	13887	include	move
llvm/include/llvm/Passes/OptimizationLevel.h	llvm-kain/include/core/passes/OptimizationLevel.h	4312	include	move
llvm/include/llvm/Passes/PassBuilder.h	llvm-kain/include/core/passes/PassBuilder.h	44002	include	move
llvm/include/llvm/Passes/StandardInstrumentations.h	llvm-kain/include/core/passes/StandardInstrumentations.h	23646	include	move
llvm/include/llvm/Passes/TargetPassRegistry.inc	llvm-kain/include/core/passes/TargetPassRegistry.inc	9974	include	move
llvm/include/llvm/Plugins/PassPlugin.h	(keep-in-place)	5046	llvm-core	keep-in-place
llvm/include/llvm/ProfileData/CtxInstrContextNode.h	llvm-kain/include/core/profiledata/CtxInstrContextNode.h	6522	include	move
llvm/include/llvm/ProfileData/DataAccessProf.h	llvm-kain/include/core/profiledata/DataAccessProf.h	8835	include	move
llvm/include/llvm/ProfileData/ETMTraceDecoder.h	llvm-kain/include/core/profiledata/ETMTraceDecoder.h	1213	include	move
llvm/include/llvm/ProfileData/FunctionId.h	llvm-kain/include/core/profiledata/FunctionId.h	6743	include	move
llvm/include/llvm/ProfileData/GCOV.h	llvm-kain/include/core/profiledata/GCOV.h	9846	include	move
llvm/include/llvm/ProfileData/HashKeyMap.h	llvm-kain/include/core/profiledata/HashKeyMap.h	4970	include	move
llvm/include/llvm/ProfileData/IndexedMemProfData.h	llvm-kain/include/core/profiledata/IndexedMemProfData.h	3532	include	move
llvm/include/llvm/ProfileData/InstrProf.h	llvm-kain/include/core/profiledata/InstrProf.h	54180	include	move
llvm/include/llvm/ProfileData/InstrProfCorrelator.h	llvm-kain/include/core/profiledata/InstrProfCorrelator.h	9526	include	move
llvm/include/llvm/ProfileData/InstrProfData.inc	llvm-kain/include/core/profiledata/InstrProfData.inc	41687	include	move
llvm/include/llvm/ProfileData/InstrProfReader.h	llvm-kain/include/core/profiledata/InstrProfReader.h	33094	include	move
llvm/include/llvm/ProfileData/InstrProfWriter.h	llvm-kain/include/core/profiledata/InstrProfWriter.h	10821	include	move
llvm/include/llvm/ProfileData/ItaniumManglingCanonicalizer.h	llvm-kain/include/core/profiledata/ItaniumManglingCanonicalizer.h	3325	include	move
llvm/include/llvm/ProfileData/MemProf.h	llvm-kain/include/core/profiledata/MemProf.h	30543	include	move
llvm/include/llvm/ProfileData/MemProfCommon.h	llvm-kain/include/core/profiledata/MemProfCommon.h	1359	include	move
llvm/include/llvm/ProfileData/MemProfData.inc	llvm-kain/include/core/profiledata/MemProfData.inc	9561	include	move
llvm/include/llvm/ProfileData/MemProfRadixTree.h	llvm-kain/include/core/profiledata/MemProfRadixTree.h	14344	include	move
llvm/include/llvm/ProfileData/MemProfReader.h	llvm-kain/include/core/profiledata/MemProfReader.h	10305	include	move
llvm/include/llvm/ProfileData/MemProfSummary.h	llvm-kain/include/core/profiledata/MemProfSummary.h	3249	include	move
llvm/include/llvm/ProfileData/MemProfSummaryBuilder.h	llvm-kain/include/core/profiledata/MemProfSummaryBuilder.h	1703	include	move
llvm/include/llvm/ProfileData/MemProfYAML.h	llvm-kain/include/core/profiledata/MemProfYAML.h	11824	include	move
llvm/include/llvm/ProfileData/MIBEntryDef.inc	llvm-kain/include/core/profiledata/MIBEntryDef.inc	2743	include	move
llvm/include/llvm/ProfileData/PGOCtxProfReader.h	llvm-kain/include/core/profiledata/PGOCtxProfReader.h	8386	include	move
llvm/include/llvm/ProfileData/PGOCtxProfWriter.h	llvm-kain/include/core/profiledata/PGOCtxProfWriter.h	4599	include	move
llvm/include/llvm/ProfileData/ProfileCommon.h	llvm-kain/include/core/profiledata/ProfileCommon.h	3968	include	move
llvm/include/llvm/ProfileData/SampleProf.h	llvm-kain/include/core/profiledata/SampleProf.h	65323	include	move
llvm/include/llvm/ProfileData/SampleProfReader.h	llvm-kain/include/core/profiledata/SampleProfReader.h	42291	include	move
llvm/include/llvm/ProfileData/SampleProfWriter.h	llvm-kain/include/core/profiledata/SampleProfWriter.h	19506	include	move
llvm/include/llvm/ProfileData/SymbolRemappingReader.h	llvm-kain/include/core/profiledata/SymbolRemappingReader.h	4524	include	move
llvm/include/llvm/ProfileData/Coverage/CoverageMapping.h	llvm-kain/include/core/profiledata/Coverage/CoverageMapping.h	56075	include	move
llvm/include/llvm/ProfileData/Coverage/CoverageMappingReader.h	llvm-kain/include/core/profiledata/Coverage/CoverageMappingReader.h	9151	include	move
llvm/include/llvm/ProfileData/Coverage/CoverageMappingWriter.h	llvm-kain/include/core/profiledata/Coverage/CoverageMappingWriter.h	2859	include	move
llvm/include/llvm/ProfileData/Coverage/MCDCTypes.h	llvm-kain/include/core/profiledata/Coverage/MCDCTypes.h	2403	include	move
llvm/include/llvm/Remarks/BitstreamRemarkContainer.h	llvm-kain/include/core/support/BitstreamRemarkContainer.h	3607	include	move
llvm/include/llvm/Remarks/BitstreamRemarkSerializer.h	llvm-kain/include/core/support/BitstreamRemarkSerializer.h	6370	include	move
llvm/include/llvm/Remarks/HotnessThresholdParser.h	llvm-kain/include/core/support/HotnessThresholdParser.h	2215	include	move
llvm/include/llvm/Remarks/Remark.h	llvm-kain/include/core/support/Remark.h	7396	include	move
llvm/include/llvm/Remarks/RemarkFormat.h	llvm-kain/include/core/support/RemarkFormat.h	1350	include	move
llvm/include/llvm/Remarks/RemarkLinker.h	llvm-kain/include/core/support/RemarkLinker.h	4117	include	move
llvm/include/llvm/Remarks/RemarkParser.h	llvm-kain/include/core/support/RemarkParser.h	2992	include	move
llvm/include/llvm/Remarks/RemarkSerializer.h	llvm-kain/include/core/support/RemarkSerializer.h	2854	include	move
llvm/include/llvm/Remarks/RemarkStreamer.h	llvm-kain/include/core/support/RemarkStreamer.h	3484	include	move
llvm/include/llvm/Remarks/RemarkStringTable.h	llvm-kain/include/core/support/RemarkStringTable.h	2711	include	move
llvm/include/llvm/Remarks/YAMLRemarkSerializer.h	llvm-kain/include/core/support/YAMLRemarkSerializer.h	2011	include	move
llvm/include/llvm/Support/AArch64AttributeParser.h	llvm-kain/include/support/adt/AArch64AttributeParser.h	1342	include	move
llvm/include/llvm/Support/AArch64BuildAttributes.h	llvm-kain/include/support/adt/AArch64BuildAttributes.h	2514	include	move
llvm/include/llvm/Support/AdvisoryLock.h	llvm-kain/include/support/adt/AdvisoryLock.h	2169	include	move
llvm/include/llvm/Support/Alignment.h	llvm-kain/include/support/adt/Alignment.h	11354	include	move
llvm/include/llvm/Support/AlignOf.h	llvm-kain/include/support/adt/AlignOf.h	1108	include	move
llvm/include/llvm/Support/Allocator.h	llvm-kain/include/support/adt/Allocator.h	19626	include	move
llvm/include/llvm/Support/AllocatorBase.h	llvm-kain/include/support/adt/AllocatorBase.h	4700	include	move
llvm/include/llvm/Support/AllocToken.h	llvm-kain/include/support/adt/AllocToken.h	2407	include	move
llvm/include/llvm/Support/AlwaysTrue.h	llvm-kain/include/support/adt/AlwaysTrue.h	956	include	move
llvm/include/llvm/Support/AMDGPUAddrSpace.h	llvm-kain/include/support/adt/AMDGPUAddrSpace.h	6296	include	move
llvm/include/llvm/Support/AMDGPUMetadata.h	llvm-kain/include/support/adt/AMDGPUMetadata.h	19060	include	move
llvm/include/llvm/Support/AMDGPUObjLinkingInfo.h	llvm-kain/include/support/adt/AMDGPUObjLinkingInfo.h	2913	include	move
llvm/include/llvm/Support/AMDHSAKernelDescriptor.h	llvm-kain/include/support/adt/AMDHSAKernelDescriptor.h	15027	include	move
llvm/include/llvm/Support/ARMAttributeParser.h	llvm-kain/include/support/adt/ARMAttributeParser.h	3549	include	move
llvm/include/llvm/Support/ARMBuildAttributes.h	llvm-kain/include/support/adt/ARMBuildAttributes.h	9343	include	move
llvm/include/llvm/Support/ARMEHABI.h	llvm-kain/include/support/adt/ARMEHABI.h	3933	include	move
llvm/include/llvm/Support/ARMWinEH.h	llvm-kain/include/support/adt/ARMWinEH.h	22098	include	move
llvm/include/llvm/Support/ArrayRecycler.h	llvm-kain/include/support/adt/ArrayRecycler.h	4893	include	move
llvm/include/llvm/Support/Atomic.h	llvm-kain/include/support/adt/Atomic.h	1140	include	move
llvm/include/llvm/Support/AtomicOrdering.h	llvm-kain/include/support/adt/AtomicOrdering.h	6687	include	move
llvm/include/llvm/Support/AutoConvert.h	llvm-kain/include/support/adt/AutoConvert.h	3051	include	move
llvm/include/llvm/Support/Automaton.h	llvm-kain/include/support/adt/Automaton.h	9830	include	move
llvm/include/llvm/Support/BalancedPartitioning.h	llvm-kain/include/support/adt/BalancedPartitioning.h	8305	include	move
llvm/include/llvm/Support/Base64.h	llvm-kain/include/support/adt/Base64.h	2112	include	move
llvm/include/llvm/Support/BCD.h	llvm-kain/include/support/adt/BCD.h	1894	include	move
llvm/include/llvm/Support/BinaryByteStream.h	llvm-kain/include/support/adt/BinaryByteStream.h	9195	include	move
llvm/include/llvm/Support/BinaryItemStream.h	llvm-kain/include/support/adt/BinaryItemStream.h	3642	include	move
llvm/include/llvm/Support/BinaryStream.h	llvm-kain/include/support/adt/BinaryStream.h	3795	include	move
llvm/include/llvm/Support/BinaryStreamArray.h	llvm-kain/include/support/adt/BinaryStreamArray.h	12775	include	move
llvm/include/llvm/Support/BinaryStreamError.h	llvm-kain/include/support/adt/BinaryStreamError.h	1365	include	move
llvm/include/llvm/Support/BinaryStreamReader.h	llvm-kain/include/support/adt/BinaryStreamReader.h	11259	include	move
llvm/include/llvm/Support/BinaryStreamRef.h	llvm-kain/include/support/adt/BinaryStreamRef.h	10504	include	move
llvm/include/llvm/Support/BinaryStreamWriter.h	llvm-kain/include/support/adt/BinaryStreamWriter.h	7951	include	move
llvm/include/llvm/Support/BLAKE3.h	llvm-kain/include/support/adt/BLAKE3.h	4737	include	move
llvm/include/llvm/Support/BlockFrequency.h	llvm-kain/include/support/adt/BlockFrequency.h	3830	include	move
llvm/include/llvm/Support/BranchProbability.h	llvm-kain/include/support/adt/BranchProbability.h	8805	include	move
llvm/include/llvm/Support/BuryPointer.h	llvm-kain/include/support/adt/BuryPointer.h	1096	include	move
llvm/include/llvm/Support/CachePruning.h	llvm-kain/include/support/adt/CachePruning.h	4080	include	move
llvm/include/llvm/Support/Caching.h	llvm-kain/include/support/adt/Caching.h	5290	include	move
llvm/include/llvm/Support/Capacity.h	llvm-kain/include/support/adt/Capacity.h	972	include	move
llvm/include/llvm/Support/Casting.h	llvm-kain/include/support/adt/Casting.h	34026	include	move
llvm/include/llvm/Support/CBindingWrapping.h	llvm-kain/include/support/adt/CBindingWrapping.h	1902	include	move
llvm/include/llvm/Support/CFGDiff.h	llvm-kain/include/support/adt/CFGDiff.h	6425	include	move
llvm/include/llvm/Support/CFGUpdate.h	llvm-kain/include/support/adt/CFGUpdate.h	4217	include	move
llvm/include/llvm/Support/CheckedArithmetic.h	llvm-kain/include/support/adt/CheckedArithmetic.h	4031	include	move
llvm/include/llvm/Support/CHERICapabilityFormat.h	llvm-kain/include/support/adt/CHERICapabilityFormat.h	2319	include	move
llvm/include/llvm/Support/Chrono.h	llvm-kain/include/support/adt/Chrono.h	7011	include	move
llvm/include/llvm/Support/circular_raw_ostream.h	llvm-kain/include/support/adt/circular_raw_ostream.h	4821	include	move
llvm/include/llvm/Support/CMakeLists.txt	llvm-kain/include/support/adt/CMakeLists.txt	2189	include	move
llvm/include/llvm/Support/CodeGen.h	llvm-kain/include/support/adt/CodeGen.h	5769	include	move
llvm/include/llvm/Support/CodeGenCoverage.h	llvm-kain/include/support/adt/CodeGenCoverage.h	1247	include	move
llvm/include/llvm/Support/COM.h	llvm-kain/include/support/adt/COM.h	1067	include	move
llvm/include/llvm/Support/CommandLine.h	llvm-kain/include/support/adt/CommandLine.h	80303	include	move
llvm/include/llvm/Support/Compiler.h	llvm-kain/include/support/adt/Compiler.h	28088	include	move
llvm/include/llvm/Support/Compression.h	llvm-kain/include/support/adt/Compression.h	4689	include	move
llvm/include/llvm/Support/ConvertEBCDIC.h	llvm-kain/include/support/adt/ConvertEBCDIC.h	1113	include	move
llvm/include/llvm/Support/ConvertUTF.h	llvm-kain/include/support/adt/ConvertUTF.h	15529	include	move
llvm/include/llvm/Support/CrashRecoveryContext.h	llvm-kain/include/support/adt/CrashRecoveryContext.h	9766	include	move
llvm/include/llvm/Support/CRC.h	llvm-kain/include/support/adt/CRC.h	1726	include	move
llvm/include/llvm/Support/CSKYAttributeParser.h	llvm-kain/include/support/adt/CSKYAttributeParser.h	1422	include	move
llvm/include/llvm/Support/CSKYAttributes.h	llvm-kain/include/support/adt/CSKYAttributes.h	2377	include	move
llvm/include/llvm/Support/DataExtractor.h	llvm-kain/include/support/adt/DataExtractor.h	31920	include	move
llvm/include/llvm/Support/DataTypes.h	llvm-kain/include/support/adt/DataTypes.h	878	include	move
llvm/include/llvm/Support/Debug.h	llvm-kain/include/support/adt/Debug.h	5623	include	move
llvm/include/llvm/Support/DebugCounter.h	llvm-kain/include/support/adt/DebugCounter.h	6780	include	move
llvm/include/llvm/Support/DebugLog.h	llvm-kain/include/support/adt/DebugLog.h	16088	include	move
llvm/include/llvm/Support/Discriminator.h	llvm-kain/include/support/adt/Discriminator.h	4375	include	move
llvm/include/llvm/Support/DivisionByConstantInfo.h	llvm-kain/include/support/adt/DivisionByConstantInfo.h	1516	include	move
llvm/include/llvm/Support/DJB.h	llvm-kain/include/support/adt/DJB.h	1118	include	move
llvm/include/llvm/Support/DOTGraphTraits.h	llvm-kain/include/support/adt/DOTGraphTraits.h	5976	include	move
llvm/include/llvm/Support/Duration.h	llvm-kain/include/support/adt/Duration.h	854	include	move
llvm/include/llvm/Support/DXILABI.h	llvm-kain/include/support/adt/DXILABI.h	2405	include	move
llvm/include/llvm/Support/DynamicLibrary.h	llvm-kain/include/support/adt/DynamicLibrary.h	6865	include	move
llvm/include/llvm/Support/ELFAttributeParser.h	llvm-kain/include/support/adt/ELFAttributeParser.h	1347	include	move
llvm/include/llvm/Support/ELFAttributes.h	llvm-kain/include/support/adt/ELFAttributes.h	1935	include	move
llvm/include/llvm/Support/ELFAttrParserCompact.h	llvm-kain/include/support/adt/ELFAttrParserCompact.h	3224	include	move
llvm/include/llvm/Support/ELFAttrParserExtended.h	llvm-kain/include/support/adt/ELFAttrParserExtended.h	2338	include	move
llvm/include/llvm/Support/Endian.h	llvm-kain/include/support/adt/Endian.h	18143	include	move
llvm/include/llvm/Support/EndianStream.h	llvm-kain/include/support/adt/EndianStream.h	2554	include	move
llvm/include/llvm/Support/Errc.h	llvm-kain/include/support/adt/Errc.h	4101	include	move
llvm/include/llvm/Support/Errno.h	llvm-kain/include/support/adt/Errno.h	1510	include	move
llvm/include/llvm/Support/Error.h	llvm-kain/include/support/adt/Error.h	50309	include	move
